username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language 
Terence70144558,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 07:59:25+00:00,1122,4980,en
Dr_SalehAlAsiri,b'\xf0\x9f\x93\x8c1- visual summary of some data on approved #covid19 vaccines around the world.\nhappy reading!\n\n#pfizervaccine #modernavaccine #johnsonandjohnson #oxfordastrazeneca \n\ncredit: etienne raimondeau https://t.co/jmdez3yvef',no retweet username,"[{'text': 'COVID19', 'indices': [44, 52]}, {'text': 'PfizerVaccine', 'indices': [96, 110]}]",2021-03-01 07:59:10+00:00,12917,1113,en
Scimitar_SS,b'pfizer has the largest track record of fraud in us history\n\n#scamdemic #plandemic #vaccineinjury #pfizervaccine https://t.co/yhsrbjqskg',Scimitar_SS,"[{'text': 'Scamdemic', 'indices': [77, 87]}, {'text': 'Plandemic', 'indices': [88, 98]}, {'text': 'VaccineInjury', 'indices': [99, 113]}, {'text': 'PfizerVaccine', 'indices': [114, 128]}]",2021-03-01 07:59:08+00:00,1830,1185,en
fcambridge24,b'@tdevonian i felt pretty horrid for 24 hours but fine after that #pfizervaccine',no retweet username,"[{'text': 'PfizerVaccine', 'indices': [65, 79]}]",2021-03-01 07:55:32+00:00,5323,5394,en
AllianceBE,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 07:54:47+00:00,10003,356,en
BeAndItIs2,"b'@sambitswaraj whatever, my army officer ""one and only"" brother, my punjabi bhabhi and me have decided to allow only #pfizervaccine to enter our #pushtimargi vaishnav gujju baniya bodies.... a big nooo for the dangerous bjpee vaccine.\n#saynotobjpvaccine'",no retweet username,[],2021-03-01 07:47:17+00:00,1307,4965,en
MachinLee,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 07:44:31+00:00,740,1378,en
kevinsm17554523,"b'i got pfizered on saturday, can\xe2\x80\x99t wait for pfizer 2 #pfizervaccine  #gmb'",no retweet username,"[{'text': 'PfizerVaccine', 'indices': [52, 66]}, {'text': 'gmb', 'indices': [68, 72]}]",2021-03-01 07:44:18+00:00,118,185,en
freedoomer,b'us fda says that frozen vials of the undiluted #pfizervaccine may be stored in normal refrigerator temperatures (2 - 8 degrees celsius) for up to 5 days. can this be a game changer? \n\nhttps://t.co/mhi4mnnm8l',QuintFit,"[{'text': 'PfizerVaccine', 'indices': [61, 75]}]",2021-03-01 07:40:19+00:00,1382,3198,en
mramanna,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 07:39:22+00:00,814,579,en
knottykaye,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 07:35:17+00:00,508,545,en
CoronaUpdateBot,b'us fda says that frozen vials of the undiluted #pfizervaccine may be stored in normal refrigerator temperatures (2 - 8 degrees celsius) for up to 5 days. can this be a game changer? \n\nhttps://t.co/mhi4mnnm8l',QuintFit,"[{'text': 'PfizerVaccine', 'indices': [61, 75]}]",2021-03-01 07:33:23+00:00,1285,2,en
TheQuint,b'us fda says that frozen vials of the undiluted #pfizervaccine may be stored in normal refrigerator temperatures (2 - 8 degrees celsius) for up to 5 days. can this be a game changer? \n\nhttps://t.co/mhi4mnnm8l',QuintFit,"[{'text': 'PfizerVaccine', 'indices': [61, 75]}]",2021-03-01 07:33:18+00:00,700589,312,en
QuintFit,b'us fda says that frozen vials of the undiluted #pfizervaccine may be stored in normal refrigerator temperatures (2 - 8 degrees celsius) for up to 5 days. can this be a game changer? \n\nhttps://t.co/mhi4mnnm8l',no retweet username,"[{'text': 'PfizerVaccine', 'indices': [47, 61]}]",2021-03-01 07:33:10+00:00,16669,257,en
BoEscritt,b'day 4 video no 6 at 10.45am\n#covid19 \n#vaccine \n#pfizervaccine https://t.co/hbemxlm1qn',Dturner300,"[{'text': 'COVID19', 'indices': [44, 52]}, {'text': 'vaccine', 'indices': [54, 62]}, {'text': 'PfizerVaccine', 'indices': [64, 78]}]",2021-03-01 07:17:29+00:00,1049,1195,en
pooglesays,"b""pfizer's stance is a cause for concern and worry !!\n#fightagainstcovid #fightingcovid19 #pfizer #pfizerblackhistorymakers #pfizervaccine #pfizercovidvaccine #pfizerhypocrisy https://t.co/8cqerad1mh""",no retweet username,"[{'text': 'fightagainstcovid', 'indices': [52, 70]}, {'text': 'fightingcovid19', 'indices': [71, 87]}, {'text': 'pfizer', 'indices': [88, 95]}]",2021-03-01 07:14:34+00:00,121,128,en
willis0291981,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 07:09:37+00:00,474,975,en
sugarplumfairyx,b'@narendramodi so the #pfizervaccine has finally arrived in india. \n@myogiadityanath now you can take your shot too.',no retweet username,"[{'text': 'PfizerVaccine', 'indices': [21, 35]}]",2021-03-01 07:06:36+00:00,23,388,en
PurpleH09839069,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 07:06:35+00:00,396,1127,en
Facts4euOrg,"b'the #eu needs to hang its head in utter disgrace.\n\nnot only is the #oxfordvaccine incredibly effective for all age groups, it is proving to be more effective than the #pfizervaccine at preventing hospitalisations.\n\nshame on brussels for its deadly lies.\n\nhttps://t.co/krs5mx7hf3'",AllianceBE,"[{'text': 'EU', 'indices': [20, 23]}, {'text': 'oxfordvaccine', 'indices': [83, 97]}]",2021-03-01 07:03:46+00:00,16745,740,en
grannysidney,"b'24 hours after my 2nd pfizer dose i did feel pretty crappy with the usual reported symptoms of low grade fever, chills,   sweats, and then 6 hours later i felt fine.  it felt like the flu was starting to take hold, then let go.  arm is still sore.  #pfizervaccine #seconddose'",GenVociferous,[],2021-03-01 06:50:42+00:00,2955,2954,en
GenVociferous,"b'24 hours after my 2nd pfizer dose i did feel pretty crappy with the usual reported symptoms of low grade fever, chills,   sweats, and then 6 hours later i felt fine.  it felt like the flu was starting to take hold, then let go.  arm is still sore.  #pfizervaccine #seconddose'",no retweet username,[],2021-03-01 06:39:26+00:00,1031,1219,en
happyhumblegirl,"b""just got my first dose of the #pfizervaccine  and it didn't hurt at all but my arm is freaking sore. i also get paid 2 hours from my work for going. https://t.co/vw1vl55jze""",no retweet username,"[{'text': 'PfizerVaccine', 'indices': [30, 44]}]",2021-03-01 06:29:43+00:00,497,823,en
RaisingTheHustl,b'now #trump taking credit for #pfizervaccine which he had nothing to do with ( not part of warp speed) but forgets to tell about his light bulb and lysol \xe2\x80\x9ccures\xe2\x80\x9d. as he brags about his #covid19 success he forgot \xe2\x80\x9cit would miraculously disappear\xe2\x80\x9d last easter. #lies and omissions .',RepCohen,"[{'text': 'Trump', 'indices': [18, 24]}, {'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-03-01 06:12:03+00:00,1503,4994,en
chris_in_cal,"b'just got vaccinated for first dose! long line earlier at oakland coliseum drive thru, but it was organized and everything went smoothly. well done and thank you @fema, national guard @calguard, @cal_oes, and of course all hcw, doctors &amp; nurses, staff there #pfizervaccine https://t.co/9vikffb5cu'",moniqueojousan,[],2021-03-01 06:11:35+00:00,138,195,en
FiorediNotte33,b'#covidvaccines #mrna \n#pfizervaccine #modernavaccine\n#covidvaccine #covidvaccinesideeffects \n#vaccinedeaths #switzerland \n\na chinese scientist points out what u.s. media are covering up: deaths and injuries from  #mrnavaccines https://t.co/ylr2dujkg9',no retweet username,"[{'text': 'Covidvaccines', 'indices': [0, 14]}, {'text': 'mRNA', 'indices': [15, 20]}, {'text': 'PfizerVaccine', 'indices': [22, 36]}, {'text': 'Modernavaccine', 'indices': [37, 52]}, {'text': 'COVIDVaccine', 'indices': [53, 66]}, {'text': 'CovidVaccinesideeffects', 'indices': [67, 91]}, {'text': 'Vaccinedeaths', 'indices': [93, 107]}]",2021-03-01 05:58:01+00:00,443,1693,en
Aprylsmithts,"b'big day for the fam - critter and i received our first dose of the #covidvaccine!\nif you\xe2\x80\x99re in texas, @cvspharmacy is now taking appts online. their staff was amazing! \n\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x98\xad\xf0\x9f\x92\x99\n#pfizervaccine \xf0\x9f\x92\x89 https://t.co/lcpaqdgnot'",lisareynaloe,"[{'text': 'COVIDVaccine', 'indices': [85, 98]}]",2021-03-01 05:46:00+00:00,6511,4444,en
chriscwharris,"b""i've been in bed two days with fever, chills, terrible body wide aches, throbbing headache and fatigue. barely slept and had to change my shirt three times over night due to the fever! this is only the first jab for me! #covid19 #pfizervaccine""",no retweet username,[],2021-03-01 05:42:15+00:00,2308,4319,en
DrChrisER,b'johnson and johnson vaccine will prove to be a huge asset in our fight against covid. one dose and easier to store = greater resource for a larger population. thank you @abc7ny &amp; @markriveraabc7  \n#pfizervaccine \n#abc7eyewitness \n#covid19 \n#covidvaccine https://t.co/aymkzyewhv',no retweet username,[],2021-03-01 05:34:01+00:00,435,256,en
liberalinTX,"b'big day for the fam - critter and i received our first dose of the #covidvaccine!\nif you\xe2\x80\x99re in texas, @cvspharmacy is now taking appts online. their staff was amazing! \n\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x98\xad\xf0\x9f\x92\x99\n#pfizervaccine \xf0\x9f\x92\x89 https://t.co/lcpaqdgnot'",lisareynaloe,"[{'text': 'COVIDVaccine', 'indices': [85, 98]}]",2021-03-01 04:59:55+00:00,1227,4033,en
Analisa_Swan,"b'big day for the fam - critter and i received our first dose of the #covidvaccine!\nif you\xe2\x80\x99re in texas, @cvspharmacy is now taking appts online. their staff was amazing! \n\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x98\xad\xf0\x9f\x92\x99\n#pfizervaccine \xf0\x9f\x92\x89 https://t.co/lcpaqdgnot'",lisareynaloe,"[{'text': 'COVIDVaccine', 'indices': [85, 98]}]",2021-03-01 04:46:57+00:00,20441,20269,en
advocartis,b'early #covid19vaccine data indicates reduction of virus transmission of symptomatic &amp; asymptomatic infection. \n.@reuters - israeli study on #pfizervaccine: \nhttps://t.co/dad9opffgg\n.@thelancet study of uk healthcare workers:\nhttps://t.co/kkinuayxz5\n#vaccineswork',no retweet username,"[{'text': 'COVID19Vaccine', 'indices': [6, 21]}]",2021-03-01 04:44:00+00:00,519,493,en
AlanPrkns,b'now #trump taking credit for #pfizervaccine which he had nothing to do with ( not part of warp speed) but forgets to tell about his light bulb and lysol \xe2\x80\x9ccures\xe2\x80\x9d. as he brags about his #covid19 success he forgot \xe2\x80\x9cit would miraculously disappear\xe2\x80\x9d last easter. #lies and omissions .',RepCohen,"[{'text': 'Trump', 'indices': [18, 24]}, {'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-03-01 04:20:03+00:00,383,116,en
stephdunham,"b'i\xe2\x80\x99ve had just about every post-vaccine side effect in the last day and a half since getting my first shot. still worth it, though. \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #badhairdayeveryday #covidvacccine #gratefulheart #pfizervaccine https://t.co/wattck0xql'",no retweet username,[],2021-03-01 04:15:38+00:00,115,310,en
UnfollowMe815,"b'and this is the reason why this sinovac ""low-efficacy"" vaccine will not even come near my family.\n\n#sinovac #pfizervaccine\n\nhttps://t.co/q1xnemnpvv'",no retweet username,"[{'text': 'Sinovac', 'indices': [99, 107]}]",2021-03-01 03:47:54+00:00,31,252,en
scaredemic2021,b'#pfizer paid $2.3b fees to settle fraud charges for misleading public.\n\n#pfizervaccine \n#pfizerkills https://t.co/s3jwa8125e',MonicaFibonacci,"[{'text': 'Pfizer', 'indices': [21, 28]}, {'text': 'PfizerVaccine', 'indices': [93, 107]}, {'text': 'PfizerKills', 'indices': [109, 121]}]",2021-03-01 03:13:46+00:00,483,966,en
CHRISTI91110504,"b'good morning all,\n\ni shan\xe2\x80\x99t be venturing out with camera today as feeling sorry &amp; groggy after my #pfizervaccine.  totally worth it, but just feeling out of sorts.\n\nwishing you a wonderful sunday, here\xe2\x80\x99s the last photo i took yesterday, can you spot the moon? \n\nmuch love - ben xx https://t.co/d15bazq7pf'",LifeByBenJames,"[{'text': 'PfizerVaccine', 'indices': [122, 136]}]",2021-03-01 03:10:10+00:00,1212,1213,en
RosaMit62280174,b'now #trump taking credit for #pfizervaccine which he had nothing to do with ( not part of warp speed) but forgets to tell about his light bulb and lysol \xe2\x80\x9ccures\xe2\x80\x9d. as he brags about his #covid19 success he forgot \xe2\x80\x9cit would miraculously disappear\xe2\x80\x9d last easter. #lies and omissions .',RepCohen,"[{'text': 'Trump', 'indices': [18, 24]}, {'text': 'PfizerVaccine', 'indices': [43, 57]}]",2021-03-01 03:06:48+00:00,582,1817,en
PooleDM,"b""here's a nice summary of the differences between the #modernavaccine and #pfizervaccine, and the new one from johnson &amp; johnson. besides having a different mode of action, the j&amp;j vaccine only requires a single dose. #vaccines #covid19vaccine \n\nhttps://t.co/riyfl0r4dq""",JeffDuntemann,"[{'text': 'modernavaccine', 'indices': [72, 87]}, {'text': 'PfizerVaccine', 'indices': [92, 106]}]",2021-03-01 03:01:40+00:00,134,309,en
