,username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language,Polarity,Polarity_distribution,len_tweet,word_count_tweet
729,collette_ryder, one pfizervaccine fauciouchie,helenangel,"[{'text': 'PfizerVaccine', 'indices': [10, 24]}, {'text': 'FauciOuchie', 'indices': [25, 37]}]",2021-04-01,157,468,en,0.0,Neutral,30,4
730,helenangel, got first covid vaccine vaccine vaccinated vaccinessavelives pfizergang pfizervaccine getvaccinated,helenangel,"[{'text': 'Covid_19', 'indices': [18, 27]}, {'text': 'vaccine', 'indices': [40, 48]}, {'text': 'vaccinated', 'indices': [49, 60]}, {'text': 'VaccinesSaveLives', 'indices': [61, 79]}, {'text': 'PfizerGang', 'indices': [80, 91]}, {'text': 'PfizerVaccine', 'indices': [92, 106]}]",2021-04-01,26468,8913,en,0.25,Negative,100,11
731,fightingfit71, first dose pfizervaccine received amp appointment set round long haul get point amp realize even still need practice preventive basics great move forward battle vaccinessavelives masksmatter,helenangel,"[{'text': 'PfizerVaccine', 'indices': [14, 28]}]",2021-04-01,223,2294,en,0.2,Negative,191,27
732,fioredinotte33, yo pfizervaccine lymphoma cancer oncology hematology vaccinesideeffects recently diagnosed non hodgkins lymphoma put chemo monoclonal antibody one oncologists thinks reaction vaccine,helenangel,"[{'text': 'VAERS', 'indices': [0, 6]}, {'text': 'PfizerVaccine', 'indices': [14, 28]}, {'text': 'Lymphoma', 'indices': [29, 38]}, {'text': 'Cancer', 'indices': [39, 46]}, {'text': 'Oncology', 'indices': [47, 56]}, {'text': 'Hematology', 'indices': [57, 68]}, {'text': 'vaccineSideEffects', 'indices': [69, 88]}]",2021-04-01,443,1693,en,0.0,Neutral,183,22
733,lucylunalula, pfizer moderns novavax hand believe different new type vaccine cant comment work,helenangel,"[{'text': 'VAERS', 'indices': [0, 6]}, {'text': 'PfizerVaccine', 'indices': [14, 28]}, {'text': 'Lymphoma', 'indices': [29, 38]}, {'text': 'Cancer', 'indices': [39, 46]}, {'text': 'Oncology', 'indices': [47, 56]}, {'text': 'Hematology', 'indices': [57, 68]}, {'text': 'vaccineSideEffects', 'indices': [69, 88]}]",2021-04-01,37,255,en,0.06818181818181818,Negative,81,13
734,abcde12, pfizer says brussels red tape significant burden vaccine supply chain,mailonline,"[{'text': 'VAERS', 'indices': [0, 6]}, {'text': 'PfizerVaccine', 'indices': [14, 28]}, {'text': 'Lymphoma', 'indices': [29, 38]}, {'text': 'Cancer', 'indices': [39, 46]}, {'text': 'Oncology', 'indices': [47, 56]}, {'text': 'Hematology', 'indices': [57, 68]}, {'text': 'vaccineSideEffects', 'indices': [69, 88]}]",2021-04-01,1991,4936,en,0.1875,Negative,70,11
735,lawyerstan, pfizer warns eu border controls damaging vaccine production,guidofawkes,"[{'text': 'VAERS', 'indices': [0, 6]}, {'text': 'PfizerVaccine', 'indices': [14, 28]}, {'text': 'Lymphoma', 'indices': [29, 38]}, {'text': 'Cancer', 'indices': [39, 46]}, {'text': 'Oncology', 'indices': [47, 56]}, {'text': 'Hematology', 'indices': [57, 68]}, {'text': 'vaccineSideEffects', 'indices': [69, 88]}]",2021-04-01,1822,2321,en,0.0,Neutral,60,9
736,rob_tat, shortcomings put mildly vaccine rollout amp supply great ignore phase completed yet moving states territories consider sourcing pfizer directly tga approve moderna j amp j move faster,billbowtell,"[{'text': 'VAERS', 'indices': [0, 6]}, {'text': 'PfizerVaccine', 'indices': [14, 28]}, {'text': 'Lymphoma', 'indices': [29, 38]}, {'text': 'Cancer', 'indices': [39, 46]}, {'text': 'Oncology', 'indices': [47, 56]}, {'text': 'Hematology', 'indices': [57, 68]}, {'text': 'vaccineSideEffects', 'indices': [69, 88]}]",2021-04-01,65,314,en,0.41111111111111115,Negative,184,28
737,iweller_health, pfizer coronavirus vaccine percent effective children aged new study finds coronavirus news sumary pfizer coronavirus vaccine percent effective children aged new study finds want know,billbowtell,"[{'text': 'Coronavirus_News', 'indices': [92, 109]}]",2021-04-01,148,140,en,0.21212121212121207,Negative,184,26
738,susanmacmillan, fantastic video e clearly best vaccine take one offered via,hjaltshul,"[{'text': 'COVID19Vaccine', 'indices': [109, 124]}]",2021-04-01,3313,1685,en,0.7,Negative,60,11
739,akothran, clinical trial results pfizer biontech covid vaccine indicate percent effective well tolerated year olds,everydayhealth,"[{'text': 'COVID19Vaccine', 'indices': [109, 124]}]",2021-04-01,287,283,en,0.6,Negative,105,15
740,michael31150n, pfizer accused eu hampering covid vaccine production us drugmaker supplies britain countries coronavirus jabs said new eu rules free movement goods across borders damaging ability e vaccine,kellerzoe,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,83,552,en,0.2681818181818182,Negative,190,28
741,helen_it, receipts get infected infect anyone else means vaccines reduce transmission well disease,kellerzoe,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,1980,1963,en,0.0,Neutral,89,13
742,p14416575, tx could interesting solution prevent huge loses vaccine factory mix happens uk trail trac,kellerzoe,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,506,832,en,0.20000000000000004,Negative,91,15
743,simplysimontfa, pfizer boss accuses eu hampering covid vaccine rollout,kellerzoe,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,12854,2321,en,0.0,Neutral,55,9
744,healthbuzzbe, buzzing belgian healthcare community pfizer biontech vaccine said powerfully protective adolescents,kellerzoe,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,1576,3047,en,0.3,Negative,100,12
745,nedpamphilon, look eyes matt hancock believe says thinking getting go holiday go pub absurd reason taking e gene based vaccine dr mike yeadon ex vp pfizer,kellerzoe,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,499,370,en,-0.5,Positive,141,26
746,newsfilterio, pfizer vaccine results adolescents good news white house pfe,kellerzoe,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,20634,180,en,0.35,Negative,61,10
747,myorangeisstuck, hong kong resume use biontech covid vaccines apr,channelnewsasia,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,204,169,en,0.0,Neutral,49,9
748,curiouscrippin, ms von der leyen vaccine war wrecking european dream pfizer boss accuses eu hampering covid vaccine rollout via,communicipalist,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,1434,3066,en,0.0,Neutral,112,19
749,wtnh, covid vaccine children well underway reaction doctors pfizer new findings young teens getting vaccine coming good morning ct,communicipalist,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,273480,347,en,0.3121212121212121,Negative,125,19
750,sharrono2, impressive results pfizer covid vaccine year old kids e protection cases versus e safety younger children already better antibodies adults bodes well covid vaccines kids,profshanecrotty,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,41,152,en,0.4,Negative,170,26
751,chandi2012, impressive results pfizer covid vaccine year old kids e protection cases versus e safety younger children already better antibodies adults bodes well covid vaccines kids,profshanecrotty,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,4922,246,en,0.4,Negative,170,26
752,goodypunch, pfizer inc biontech se said wednesday covid vaccine safe effective produced robust antibody responses year olds paving way seek u emergency use authorization weeks,reuters_health,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,2444,4626,en,0.55,Negative,164,25
753,jimmyl73190551, health care worker infection rate easily tell whether vaccine works check real word data recently published showing effectiveness pfizer vaccine,reuters_health,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,1,9,en,0.2111111111111111,Negative,145,21
754,zac_lampey15, sorry trials finish anyone say,kathyconwom,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,62,765,en,-0.5,Positive,31,6
755,moggiemoy1, news pfizer adolescent trial e debate whether enough data reliably estimate vaccine efficacy subgroup important conte efficacy even primary outcome trial,nataliexdean,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,114,166,en,0.26666666666666666,Negative,154,22
756,davethequiz, fbpe supporters want start eu rules anyone wishing trade eu e abide agree eu bureaucracy simply joke,nataliexdean,"[{'text': 'FBPE', 'indices': [4, 9]}]",2021-04-01,1175,992,en,0.0,Neutral,101,18
757,unadavey11, agree eu piss poor rollout honesty nobody wants az vaccine unless get pfizer one know one person desperately sick az younger sicker get seems like,nataliexdean,"[{'text': 'FBPE', 'indices': [4, 9]}]",2021-04-01,1064,788,en,-0.2285714285714286,Positive,147,26
758,davidmk187, breaking pfizer seek emergency use authorization coming weeks year old adolescentes wtpblue pfizer biontech says covid vaccine effective well tolerated adolescents,sergeivote,"[{'text': 'DEMVOICE1', 'indices': [126, 136]}]",2021-04-01,2017,4333,en,0.35,Negative,164,22
759,moggiemoy1, wednesday research roundup pfizer biontech vaccine safe effective yr olds arthritis drug remicade reduces potency first vaccine dose covid third leading cause u deaths,nancylapid,"[{'text': 'COVID19', 'indices': [31, 39]}]",2021-04-01,114,166,en,0.3375,Negative,168,25
760,factfinder1970, hong kong resume use biontech covid vaccines apr,channelnewsasia,"[{'text': 'COVID19', 'indices': [31, 39]}]",2021-04-01,91,317,en,0.0,Neutral,49,9
761,hjaltshul, fantastic video e clearly best vaccine take one offered via,channelnewsasia,"[{'text': 'COVID19Vaccine', 'indices': [94, 109]}]",2021-04-01,314,723,en,0.7,Negative,60,11
762,skieurope1, life altering reaction new vaccine think doctor protocol reverse think pfizer moderna sends apology think government compensates lost income quality life,pamlongco,"[{'text': 'COVID19Vaccine', 'indices': [94, 109]}]",2021-04-01,4901,4669,en,0.13636363636363635,Negative,154,22
763,bartspete, pfizer says eu blood hands back world vaccine efforts amp bloc red tape burden,brexithome,"[{'text': 'COVID19Vaccine', 'indices': [94, 109]}]",2021-04-01,1071,2034,en,0.0,Neutral,79,15
764,timpac, someone made harry potter vaccine analogy yesterday pfizer obviously gryffindor told someone think said astra zeneca hufflepuff j amp j hufflepuff,brexithome,"[{'text': 'COVID19Vaccine', 'indices': [94, 109]}]",2021-04-01,332,1267,en,0.0,Neutral,147,22
765,trading_methods, pfizer accused eu hampering covid vaccine production us drugmaker supplies britain countries coronavirus jabs said new eu rules free movement goods across borders damaging ability e vaccine,kellerzoe,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,43,278,en,0.2681818181818182,Negative,190,28
766,monica_perico, new data shows pfizer amp moderna vaccines effective world conditions one key obstacle vaccine herd immunity key group highest resistance men also vaccine passports already schools,drericding,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,153,108,en,0.18409090909090908,Negative,181,27
767,communicipalist, ms von der leyen vaccine war wrecking european dream pfizer boss accuses eu hampering covid vaccine rollout via,drericding,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,13467,12295,en,0.0,Neutral,112,19
768,lizabuhamad, update got first vaccine shot pfizer little hours ago side effect pretty sore arm almost feeling normal everyone different let fear side effects deter,anacabrera,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,1354,4073,en,0.0925,Negative,151,25
769,frodshamnorman, eu blasted pfizer burden covid vaccine row,anacabrera,"[{'text': 'Pfizer', 'indices': [15, 22]}]",2021-04-01,39,144,en,-0.6,Positive,43,8
770,bilalah33414646, moderna covid vaccine found effective preventing coronavirus moderna vaccines covid sputnikv covid pfizer coronavirus usa covidvaccine mondaythoughts bidenharris corona,wpalaver,"[{'text': 'SARSCoV2', 'indices': [88, 97]}, {'text': 'COVID19', 'indices': [98, 106]}, {'text': 'Moderna', 'indices': [107, 115]}, {'text': 'Vaccines', 'indices': [116, 125]}, {'text': 'COVID', 'indices': [126, 132]}]",2021-04-01,2,36,en,0.6,Negative,169,20
771,fair4all3, children largely free getting covid creditable validity effective claim pfizer covid vaccine,drteckkhong,"[{'text': 'SARSCoV2', 'indices': [88, 97]}, {'text': 'COVID19', 'indices': [98, 106]}, {'text': 'Moderna', 'indices': [107, 115]}, {'text': 'Vaccines', 'indices': [116, 125]}, {'text': 'COVID', 'indices': [126, 132]}]",2021-04-01,927,1123,en,0.5,Negative,93,13
772,channelnewsasia, hong kong resume use biontech covid vaccines apr,drteckkhong,"[{'text': 'SARSCoV2', 'indices': [88, 97]}, {'text': 'COVID19', 'indices': [98, 106]}, {'text': 'Moderna', 'indices': [107, 115]}, {'text': 'Vaccines', 'indices': [116, 125]}, {'text': 'COVID', 'indices': [126, 132]}]",2021-04-01,1084950,176,en,0.0,Neutral,49,9
773,lyn_col, breaking qld deputy premier steven miles says state three days supply pfizer vaccine left state days supply astrazeneca vaccine could days current rates called commonwealth guarantee consistent supplies,martysilkhack,"[{'text': 'SARSCoV2', 'indices': [88, 97]}, {'text': 'COVID19', 'indices': [98, 106]}, {'text': 'Moderna', 'indices': [107, 115]}, {'text': 'Vaccines', 'indices': [116, 125]}, {'text': 'COVID', 'indices': [126, 132]}]",2021-04-01,3829,4995,en,0.08333333333333333,Negative,203,29
774,goldie6473, children largely free getting covid creditable validity effective claim pfizer covid vaccine,drteckkhong,"[{'text': 'SARSCoV2', 'indices': [88, 97]}, {'text': 'COVID19', 'indices': [98, 106]}, {'text': 'Moderna', 'indices': [107, 115]}, {'text': 'Vaccines', 'indices': [116, 125]}, {'text': 'COVID', 'indices': [126, 132]}]",2021-04-01,948,1171,en,0.5,Negative,93,13
775,kellerzoe, pfizer accused eu hampering covid vaccine production us drugmaker supplies britain countries coronavirus jabs said new eu rules free movement goods across borders damaging ability e vaccine,drteckkhong,"[{'text': 'Pfizer', 'indices': [0, 7]}]",2021-04-01,5978,1917,en,0.2681818181818182,Negative,190,28
776,gautambashanta, probably time fall school year says vaccine news pfizer vaccine well tolerated year olds pfe,squawkcnbc,"[{'text': 'COVID19', 'indices': [107, 115]}]",2021-04-01,142,43,en,0.0,Neutral,93,16
777,plugintwter, praises india india indians moteracricketstadium tribbing treasure trending trump us usa biden modi indiavsengland europe covid coronavirus coronavaccine vaccine vaccination pfizer covax cova covishield,wpalaver,"[{'text': 'India', 'indices': [33, 39]}, {'text': 'indians', 'indices': [40, 48]}, {'text': 'MoteraCricketStadium', 'indices': [49, 70]}, {'text': 'Tribbing', 'indices': [71, 80]}, {'text': 'TREASURE', 'indices': [81, 90]}, {'text': 'Trending', 'indices': [91, 100]}, {'text': 'Trump', 'indices': [101, 107]}, {'text': 'US', 'indices': [108, 111]}, {'text': 'USA', 'indices': [112, 116]}, {'text': 'Biden', 'indices': [117, 123]}, {'text': 'modi_', 'indices': [124, 130]}]",2021-04-01,64,4,en,0.0,Neutral,203,25
778,bilalah33414646, praises india india indians moteracricketstadium tribbing treasure trending trump us usa biden modi indiavsengland europe covid coronavirus coronavaccine vaccine vaccination pfizer covax cova covishield,wpalaver,"[{'text': 'India', 'indices': [33, 39]}, {'text': 'indians', 'indices': [40, 48]}, {'text': 'MoteraCricketStadium', 'indices': [49, 70]}, {'text': 'Tribbing', 'indices': [71, 80]}, {'text': 'TREASURE', 'indices': [81, 90]}, {'text': 'Trending', 'indices': [91, 100]}, {'text': 'Trump', 'indices': [101, 107]}, {'text': 'US', 'indices': [108, 111]}, {'text': 'USA', 'indices': [112, 116]}, {'text': 'Biden', 'indices': [117, 123]}, {'text': 'modi_', 'indices': [124, 130]}]",2021-04-01,2,36,en,0.0,Neutral,203,25
779,nupoint21, list eu paying astrazeneca amp j pfizer curevac moderna hmm,ballyurra,"[{'text': 'India', 'indices': [33, 39]}, {'text': 'indians', 'indices': [40, 48]}, {'text': 'MoteraCricketStadium', 'indices': [49, 70]}, {'text': 'Tribbing', 'indices': [71, 80]}, {'text': 'TREASURE', 'indices': [81, 90]}, {'text': 'Trending', 'indices': [91, 100]}, {'text': 'Trump', 'indices': [101, 107]}, {'text': 'US', 'indices': [108, 111]}, {'text': 'USA', 'indices': [112, 116]}, {'text': 'Biden', 'indices': [117, 123]}, {'text': 'modi_', 'indices': [124, 130]}]",2021-04-01,359,728,en,0.0,Neutral,60,11
